review,sentiment
"I saw this Australian film about 10 years ago and have never forgotten it. The movie shows the horror of war in a way that Hollywood usually glosses over. The relationship between the soldiers of the two warring countries is highlighted by the differences in culture and the ultimate knowledge that in the end we are all really not different on the inside. If you can find any type of copy of this--buy or rent it. You won't be disappointed, just awed.",positive
"i can't believe how dumb this movie truly is. the storyline (written by keira knightley's mother) is what ruins the movie to the extreme. it is straight out dull, absurd, and makes absolutely no sense whatsoever...<br /><br />this movie lagged so bad for most of it, especially at the beginning. the story just kept going on and on about their everyday flirts with each other, often times seeming like a threesome. in this movie, you have an annoying deadbeat couple (the poet and his wife) who are complete total drunks from the start. the wife sleeps around with other men to make ends meet, while the poet is a pervert who thrives on cheap boos and women. the wife, who waaayyyyyy too quickly becomes friends with his former childhood lover (played by keira) suddenly gets jealous, knowing full well that the two were lovers since they were kids. something doesn't seem right here....i mean, come on... get with the program lady! what'd you expect.<br /><br />bottom line is: former lovers meet again with new wife embracing it, then gets jealous, then former woman lover gets married and her husband gets jealous, bombards the crazy drunk couple's home, crazy husband calls police, and they end up going to court for the man's attempted murder charges. that's it summed up in a nutshell...<br /><br />this movie had it's moments such as the quality and good acting by cillian murphy, but other than that, i cannot believe i watched it... i complained about it during the movie and some family members watching it with me fell asleep. i decided to give it a chance and i should have stuck to my first instincts.",negative
"Neatly skipping over everything from the coup in Cuba to his undercover entry into Bolivia, part two of Soderbergh's portrayal of Che Guevara is that of the tragic hero. As with Che  Part One, this rather rambling guerrilla warfare escapade through the colourful mountains of Bolivia is probably destined to disappoint more people than it will satisfy, so why was the film (and particularly Benicio Del Toro's performance) so loudly praised at Cannes?<br /><br />James Rocchi, for instance, called it, a work of art that's, ""not just the story of a revolutionary,"" but, ""a revolution in and of itself."" The Guardian's Peter Bradshaw called it a ""flawed masterpiece."" I return to my original contention for Part One  that the value lies particularly in depiction of a hero figure. And in an age when there is a surfeit of poor hero role-models, could it not be salutary to see a strongly honourable one, even if stripped of some of the less endearing episodes of his life? This is the psychological hero enshrined by the great Scottish essayist, Thomas Carlyle, in his seminal book, Heroes and Hero Worship. Heroes can be real or imaginary (or somewhere in-between). But should genuinely inspire us to higher goals, a higher purpose. Compare this with the unrealistic 'heroes' of standard Western storytelling: where a person undergoes trials and tribulations before obtaining a barely-believable reward  usually everlasting love or material wealth  as if by divine studio intervention. Real heroes have an excess of moral courage  not Lost Ark dare-devilishness or James Bond super-toys. They rise, and empower others to rise, to be the best that they can be. In Part One, Che succeeds. In Part Two, he fails. It is not for want of moral courage but since a) not all good plans can succeed and b) being human, mistakes are inevitable.<br /><br />Guevara's intellectual clarity is flawed when he equates conditions that justify armed struggle with conditions that make that armed struggle able to succeed. It is a serious miscalculation.<br /><br />High in the mountains from La Paz, the colours are breathtaking. There is an air of mise-en-scene authenticity that was occasionally lacking in Che - Part One (The U.S. would not allow Soderbergh to film in Cuba.) Visual treats are heightened by maximising natural light and the extreme flexibility and realism offered with groundbreaking RED cameras. This is a high performance digital cine camera with the quality of 35mm film and the convenience of pure digital. Designed for flexibility and functionality, the package weighs a mere 9 lbs. ""Shooting with RED is like hearing the Beatles for the first time,"" says Soderbergh. ""RED sees the way I see . . . so organic, so beautifully attuned to that most natural of phenomena  light."" If Che had stopped with the successful Cuban revolution it would have enshrouded him with an almost mystical invincibility. That he fails in Bolivia shows not only that he has human limitations but that it is his moral virtues that are remembered, not the political triumph. Critics will say  and with some justification - that his armed struggle inspired much less noble characters to achieve tin-pot dictatorships. His development of guerrilla fighting tactics are not good or bad in themselves (and have since been used for both).<br /><br />But for all its praiseworthiness, the film often seems to lack dramatic and narrative tension. We stumble from one escapade to another, knowing that he will eventually meet his death. I found myself glancing at my watch and thinking it could have been shorter. But the work that has gone into this  interviews with people from all sides and even getting one of Guevara's ex-comrades to coach actors on the minutiae of the Bolivian operations  make the film a commendable achievement. It might not be top-flight entertainment, but it demonstrates integrity in documenting a significant slice of history.<br /><br />There is also another very important point in the Che 'hero' figure here. It's about failure. That if you try your utmost, even if you fail, your effort will not have been in vain because it may give others hope and moral courage. One could cynically call it a 'martyr' complex, and it is found, of course, in many religious figures as well. But Che does not 'sacrifice' himself. He does what he does best, to the best of his not inconsiderate ability, and so provides an example. Success or failure in any particular instance become mere details.<br /><br />With the U.S.'s longstanding and illegal blockade of Cuba (all in the name of 'freedom'), I am tempted to write that Che Parts 1 & 2 are too good to be wasted on the U.S. But that would be to invite a contention that the film has sought so earnestly to avoid. One must hope that many viewers will have the skill to view Che without politics and the bias that inevitably engenders. Whatever its faults, it rehabilitates Soderbergh from the populist nonsense of Oceans 11.<br /><br />But if you haven't heard of Che Guevara or seen Part One, or if you can't get past the phrase 'murderous Marxist' without frothing at the mouth, I might struggle to imagine what you would get from this film. The same can be said for many who have, and can.",positive
"With this movie I was really hoping that the idea was to make up for the hashed together ineptitude of the first AVP, and yet to my horror: Requiem is far worse than I could have imagined.<br /><br />My hopes were up in the opening moments of the film inside the Predator ship, and I almost breathed a sigh of relief when we finally saw the Predator home world (a throwaway digital matte painting, but still nice to finally see it) and then of course, the humans (if such poorly written characters can be referred to as such) are introduced...<br /><br />One must wonder why it seems to be impossible for Fox to make a good film out of Aliens and Predators. At the very least the supposed filmmakers could have done their homework.<br /><br />Characters are set up in the same manner in which we would expect from the worst Friday the 13th Sequel. The pizza delivery scene was cringe inducing as was every other scene of character interaction that followed it. Bimbos and teen non actors do not make for a REAL film, they make for a cheap flick, and Alien 1-3 and the Predator movies were good because they were produced above the concept (remember that the 1st Alien is a ""B"" movie done as an ""A"" movie) The Strause brothers really missed an opportunity, that could have been rectified by simply knowing their Alien+Predator roots: In both the Alien and Predator films we are introduced to characters that are part of a larger group (Alien: Refinery workers, Aliens: Marines, Alien 3: Convicts and in the Predator films we generally follow a main hero part of a unit; Predator, Arnold--Special forces, Predator 2: Danny Glover, Police) and it's easy to see where the filmmakers of both franchises started to go wrong: in Alien Ressurrection we have pirates...or something, AVP we have...explorers?...with guns?? and of course in AVP-R we have teen slasher clichés. What is there to identify with here? In concept the idea of a convict returning to a small town and a war vet returning seemed a set up for a First Blood type of action hero, but like many things it was never paid off.<br /><br />The Film-making is equally devoid of rhyme of reason. There is no sense of forward momentum to the action, just small sequences that build the most minuscule levels of tension or interest only to cut away just when they're getting interesting...taking the audience out of the movie at every turn. The action scenes themselves, though much ballyhooed in the trailers, are so darkly lit, it is literally impossible to tell what is going on during the fight scenes when they finally occur. Basically, the movie is hindered from many levels. Bad actors combined with poor direction and an atrocious screenplay (which as a screenwriter myself I noticed, seemed to hit every wrong note and cliché that only the most untalented writer devoid of ideas could have hashed together) The WRITING, if it can be called that, is not even direct to video quality, nor does it demonstrate a shred of respect for the established lore of the previous entries in the series. Why does the Predalien all the sudden have the ability to shoot alien embryos down a pregnant woman's throat to use her as an incubator for chestbursters? More than likely because the brain dead screenwriter needed a way to have more aliens for the predator to fight (and given the accelerated growth time even more so than the first AVP: as quickly as possible. Why must meaningless small talk between cardboard cutouts on sticks (meaning the supposed characters)substitute for real character development? (Remember a character is defined by what they DO, not SAY). Why is the Sheriff leading civilians to a cache of guns? (isn't he an officer of the law?) How does the bimbo of all people know where they are? Why does the Predalien wait for the Predator to VERY SLOWLY remove his mask before it attacks? Why are the aliens still falling into that nasty series-post-Alien 3 habit of hissing all the time to let their prey know to run? How on Earth did this series devolve to a character saying ""People are dying...we need guns!"" (how this writer even works is beyond me, and reflects badly on Fox's already destroyed artistic reputation. It's like everyone involved in the making of this film suffered from a mental impairment or really are that inept at every level of the film-making process. <br /><br />The EFFECTS are pretty lousy this time around. The Aliens look like men in suits and ADI is just getting lazy with their creature design. The Aliens look like modified leftovers from Alien Resurrection, with that same bulky musculature around the arms as if they did not learn from that movie that it was not a good design, nor a good one to recycle. Again, everything is shrouded in such a state of darkness not to create mystery or atmosphere, but simply to hide how bad the creatures look. And just like in AVP, Stan Winston is sorely missed when the fake looking Predator face is revealed.<br /><br />There are too many faults to list so I will just say this: Do not waste your money on this movie. Fox is beyond caring about the fans, as this cheap and trashy film is clearly evidence of. I felt bad having taken my girlfriend to see it (though it was free) and apologized to her profusely after. This is one die-hard fan who is done with the franchise.<br /><br />Note to Fox: What we really wanted wasn't a mindless slasher flick, it was a film adaptation of the original Darkhorse Comicbook, which was better than anything you've produced for this franchise post 1993.<br /><br />Signing off.",negative
"This is probably one of those films too many commented but undiscovered... This is probably one masterpiece of Spanish cinema like some Buñuel's masters-piece. ""15 days with you"" could be the better ""now and them"" re-visitation from others films of long-time ago: could be ""Midnight cowboy"" but could be also ""Les amants du Pont-Neuf"" or a realistic and non-spot-look (but most realistic) ""trainspotting"". This hard story has place to humour, love and obviously dramatic sense. In the new social Spanish cinema this little diamond could be the resurrection of the Italian neo realism mixed whit the best Ken Loach films.<br /><br />Probably the better film I discover in the last 10 years.",positive
"I used to LOVE this movie as a kid but, seeing it again 20+ years later, it actually sucks. Up The Academy might have been ahead of it's time back in 1980, but it has almost nothing to offer today! Movies like Caddyshack and Stripes hold-up much better today than this steaming dogpile. No T&A. No great jokes except for the one-liners we've all heard a million times by now.<br /><br />I recently bought the DVD in hopes that it would be the gem I remembered it being. Well, I was WAY off! The soundtrack had only 2-3 widely-recognizable hits (not the smash compilation others had mentioned) and the frequent voice-overs were terrible. The only thing that was interesting, to me, was predicting what the character's lines were before they said them. Yep, I watched this movie that much back then! <br /><br />The only reason I am writing this review is to give my two cents on why this movie should be forgotten, sorry to say. :(",negative
"Recently, a friend and I were discussing educational and ethical influences when we were growing up in the 1950's versus today. She mentioned Samuel Taylor Coleridge, who, in 1798, wrote The Rime of The Ancient Mariner. Both of us had been required to recite parts of the epic poem in high school and in English Literature courses in college. My friend said, ""Its messages even might be called metaphysical within today's context."" <br /><br />We tried reciting it and only remembered bits and pieces. (I have problems remembering Dr. Seuss.) I said I'd get two copies of the poem so each could read it. That was easy enough, but I was extremely surprised to find it had been made into a film. We looked forward to watching the film to see how it had been interpreted. After all, The Rime of the Ancient Mariner isn't exactly light reading. After each had read the poem, we watched the film together.<br /><br />We considered the film a remarkable achievement, especially considering it was made in the 1970's, before computers, before the so-called ""Ken Burns effect,"" and before special effects too often began compensating for a lack of substance. Particularly noteworthy are the 19th and 20th century illustrations culled from ""lesser known artists,"" such as Willy Pogany, the early Hollywood designer. <br /><br />The film is narrated by Sir Michael Redgrave, whom had taught the poem when he was a schoolmaster, adding a tone of authority and credibility in remaining true to the poem. <br /><br />Its mastery is in the layers of subtle messages, conveyed without ""instructing,"" or becoming an oppressive and obvious morality tale. We found it such a refreshing change from today's 'in your face' and 'clobber them over the head' mentality. Most of today's morality messages in film are two-dimensional: extreme violence, murder and mayhem mark the bad. The bad are really, really, bad, and good are super heroes. It is as if human character lacked any nuance. The Rime of The Ancient Mariner is a celebration of the individual, of character, of an appreciation for celebrating all the richness life has to offer, within the larger context of humanity, i.e., man's capacity to give to others. <br /><br />Proud of ourselves for having found this ""unknown"" gem, we then learned it had won the top award in its category five out of six times at ""name"" international film festivals. Another surprise was learning the film's director, Raul daSilva, is a recognized authority on early animation, and authored six award winning books about film. <br /><br />This film's message is just as relevant today, if not more so, than when Coleridge penned the original epic poem and when Raul daSilva translated it to film. If I still was teaching high school, which I did for five years, I'd grab this one and show it to all my students. There's a level of richness here that naturally leads to discussion about the big and important issues all of us face, whether in 1798, 1978, or today--in fact, as long as humanity has a spiritual component.<br /><br />Highly recommended.",positive
"The film begins with a little girl (Rita) seeing her father killed. He apparently was a criminal who squealed on his fellow crooks. Later, and this part makes little sense, the girl has grown to adulthood and STILL her father's past haunts her! A bit later, Rita meets a good-for-nothing and dates him. During one of their dates, he's a bit intoxicated AND driving like a total fool. The cops give chase and he speeds away--killing a pedestrian in the meantime. Here comes the Really stupid part. He convinces her to confess to the crime, as he assures her his lawyers can get her off scot-free. Why, oh why, would she agree to this?! Yet she does and spends the next couple years in prison!! And, soon after her conviction, this boyfriend disappears--showing that he's a total heel. What a chump!!! Later, after her release, her friend (Jack La Rue) informs her about the truth about the boyfriend. Then, he explains, the boyfriend's family is loaded and she should shake them down for lots of cash for all the trouble he put her to by taking the rap. Frankly, this does make sense--as they certainly owe it to her--especially since they knew she'd go to prison and had every intention of using her and then casting her aside.<br /><br />Now the idea of bleeding money from the rich chumps is a good plot idea. However, there is no way this would have occurred in the first place because it's hard to believe anyone could be so stupid as to take the rap for a hit-and-run! In an interesting twist, the dumb lady decides on a life of crime--donning a wig and picking up a rich guy--taking him into the desert and robbing him at gunpoint! Wow...how she's changed! Apparently she loves the idea of stealing from ""phonies""--i.e., rich hypocrites. However, and this made no sense, she soon stopped doing this and began shaking down the father of the old boyfriend--why she bothered to do some petty robberies in the meantime made little sense. And, what also was a bit hard to believe was that instead of wanting money from the old jerk, she was interested in getting him to put his influence behind a mob-controlled man for mayor. Odd...very, very odd.<br /><br />In the meantime, another plot develops involving a young Alan Ladd. He's an undercover agent who has infiltrated the mob. He was chosen because he just happens to be a dead ringer for a real crook--what a cliché! But what makes no sense is that this real crook isn't in jail and is out committing crimes while the fake one is infiltrating the mob in another town.<br /><br />Eventually, evidence that Ladd is able to uncover is enough to issue warrants to the mob kingpins--including Rita. This is a case of very bad timing, as in the interim, she's made a decision to become a decent and legitimate woman, as she's met a really nice guy who she wants to marry! Wow,...what are the odds?! Overall, this is a goofy and rather dumb movie that suffers from ""kitchen sink syndrome""--in other words, there is way too many plot elements and weird twists to make the movie the least bit believable. Plus, since the movie is only a little over an hour long, it all seems very forced and contrived. It's a relatively bad B-movie from crap-studio PRC of note only for the performance of Alan Ladd just before he gained great fame the following year at Paramount.<br /><br />By the way, this DVD was released by Alpha Video---a company which sometimes releases some wonderfully obscure titles (mostly public domain) but which NEVER cleans up the prints or adds closed captions. In other words, the DVD production values are strictly 3rd-rate...at best.",negative
"''The 40 Year Old Virgin'''made me laugh a lot. I don't care if it is considered to be a very sexual comedy, I just enjoyed many of the jokes and scenes present in this movie. Steve Carell is perfect as the virgin nerd Andy Stitzer and I think the scene where Andy has his chest hair removed by wax one of the coolest, specially because it is real. Many of the actors and actresses present in this movie are well known or already famous,by the way.<br /><br />Andy Stitzer has a peaceful life. He is a little bit strange and collects lots of toys, but seems harmless. One day, while playing poker with his friends of his work, they discover that Andy is in fact...virgin! And he is already 40 years old! After this surprising revelation, all his friends are trying to make Andy sleep with a woman...the problem is the confusions in which Andy gets in,specially now that he is really starting to like Trish, a woman he met when she was buying a DVD player in the store he works at.",positive
"This is what we can do to each other. This is the sort that everbody should see at least once.<br /><br />It does not glorify world. It shows that it is the everyday person who is killed, mained and debased by war. The person on the ""other side"" eats sleeps, laughs and cry just as we do.",positive
"I am a big fan of Fred MacMurray and Carole Lombard. And, in addition to them, Charles Butterworth (a very enjoyable supporting actor) was in this film,...so why didn't I particularly enjoy it?! Well, despite a good cast, this is one of the poorest written and most clichéd ""A pictures"" I have ever seen. Given the talent and money spent to make this film, it is shocking how slip-shod the writing was. I knew the film would be tedious when time after time early in the film I found myself predicting EXACTLY what would happen next--and I was always right! And this isn't because I am some sort of ""movie savant"", but was because almost no imagination or effort went into it. In fact, it seemed almost as if the film was just a long string of clichés all strung together! Also, I found it a bit irritating that Fred mistreated Carole so bad throughout the film and yet, true to convention, she came running to him in the end. Uggh! There is MORE suspense in a Lassie film (""will he bring people to rescue Timmy or will the rope he is dangling from break?"").<br /><br />Despite the very, very tired and clichéd script, there were a few positives about the film. It was pretty cool seeing Fred look like a broken lush at the end of the film--it was pretty believable and he looked like he hadn't eaten, shaved or slept in days. Also, Charles Butterworth's ""prattle"" did provide a few mildly humorous moments. But all this just wasn't enough to make this film look any different than a ""B movie"". It's a shame,...it could have been so much better.",negative
"Annie Rooney lives with her officer father and brother Tim in the slums of New York, where she is constantly getting involved in many fights with the other neighborhood kids. Annie secretly has a crush on Joe Kelly (whose little brother Mickey is head of the gang that Annie constantly battles), who is in a gang that is headed for trouble, says Officer Rooney. Kelly sponsors a dance, where Tony plans to shoot Kelly in order to get even with him for making him look like a fool in front of his girl, but Officer Kelly gets fatally wounded instead. Tim (part of Kelly's gang) is told by Tony, and friend Spider, that Kelly shot his father, so he goes after him in vengeance. Annie learns of this and goes to stop her brother, if she is in time. Very good mix of humor and heart in this film, even though the plot doesn't start until the 40 minute mark of the film. Pickford is enjoyable (even though she was 33 playing a girl no more than 12-13) and really gets into her character. Haines doesn't play Kelly as tough as he should, but is able make the audience feel for him on an emotional level. The scenes where the officer tells Annie of her father's death and the ending really put a lump in your throat. The mix of all sorts of kids throughout the film are fun to watch. Rating, 8.",positive
"Darr is a great movie! Shahrukh plays an obsessed lover who will do almost anything to win over his lady which in this case is Juhi Chawla. Little does Juhi know in the film that Shahrukh has a MAJOR crush on her and is constantly stalking her. I have to admit, some of the things he did in this movie were pretty creepy... like the threatening phone calls. Never in my life will I forget the line, ""I love you K..k..k..Kiran!""<br /><br />It's just too bad that Shahrukh and Juhi weren't exactly ""together"" in the film. But Juhi and Sunny do make a fairly good couple in the movie. Though Shahrukh's role was pretty psychotic, I still think he did a great job of playing it and can't possibly imagine anyone else doing that role. No wonder he got an award for Darr in 94'!<br /><br />Juhi... what can I say??? She looks especially amazing in this film! It's not that she doesn't always look amazing in her other films, but Darr did give the public a wonderful image of her!<br /><br />As for the music... it was excellent! Especially ""Jaadu Teri Nazar,"" one of my all time favorite songs. I also thought ""Tu Mere Samne"" was quite nice also.<br /><br />A must see for everyone! Overall Darr deserves a 9/10!",positive
"I tried to watch this adaptation, but it was just so awful I couldn't torture myself like that. The performances were quite sub-par, with the exception of Ariel. Fonda was way over the top in a role that should be handled with some subtlety. I have studied Shakespeare and seen many adaptations, and this is, by far, the worst one I have ever seen. I have to wonder why on Earth someone made this film. Shakespeare can, and has been, beautifully adapted in many cases. This is not one of them. If you must watch this film, may I suggest a drinking game? Take a drink every time they go off book from the original idea and two drinks every time Fonda overacts. You should be quite drunk in a very short time.",negative
"Anyone who thinks Kool Moe Dee, Carol Alt, and Corey Feldman comprise a list of good actors must be smoking something I'd love to try sometime. Where to begin: lousy soundtrack, hammy acting, ""action"" in places. This is the typical amateurishly written hack fodder that washed-up has-been and never-was's love to star in. I actually felt embarrassed for the ""stars"" in this ""film"". The only thespian missing to top this turd was Gary Coleman, who if he would have been in the movie, would have made it at least somewhat howlingly bad, rather than just plain bad.<br /><br />There was one part in the film where Carol Alt screamed, ""DO YOU THINK I'M AN IDIOT?!?"" Yes, Carol, I do, your agent does, and PLEASE for the love of all that is decent and holy... GO AWAY and stop degrading yourself like this! This film is something Anna Nicole Smith would take part in.<br /><br />I would tell you what the plot was, but that would be one more sentence fragment to this article, plus my mind drifted many times during the movie anyway, so I barely paid attention.",negative
"BROADCAST NEWS opens with a series of brief vignettes that are a clever way of starting a story about TV anchors who have no clue as to what they're reporting about.<br /><br />At a speech before a group of would-be reporters, all of whom are bored by her presentation, most of them leave. When the last one exits, the co-host of the event says quietly to HOLLY HUNTER: ""I don't think there will be any Q&A."" Subtle line in a brilliantly written low-key comedy, a farce about the show biz aspect of TV anchoring.<br /><br />WILLIAM HURT is the inept news anchor who finds himself working with HOLLY HUNTER as the network anchorman. Hurt badly needs help in remedial reporting and Holly refuses to take the bait--at first. He knows he's only capable of looking good, but is not a reporter. He proves to be a quick study as long as his earpiece is working and he's getting all the straight info from executive producer Hunter.<br /><br />Holly's other anchor friend (ALBERT BROOKS) helps by feeding her information she passes on to Hurt. Of course she becomes conflicted about her feelings for ace reporter Brooks and equally strong attraction to the pretty-boy anchorman Hurt, who's having his own dalliance with a pretty staff member.<br /><br />You have to wait until twenty minutes before the film ends to find out which man she'll end up with. Brooks tells her that Hurt is the wrong one because he represents everything she's against. In this unpredictable comedy, there's no telling who Hunter (the neurotic heroine) will end up with.<br /><br />Fittingly, HOLLY HUNTER, WILLIAM HURT and ALBERT BROOKS were all nominated for Oscars (Brooks in supporting role), as was the film itself and director/writer James L. Brooks. All in all, seven well deserved Oscar nominations.<br /><br />The script doesn't opt for a conventional happy ending--and, in this case, that's the only flaw for the brilliant screenplay. I felt cheated and somewhat let down by the wistful conclusion.",positive
"What can I say? I think I have to write ""Spoiler alert"" and then ""reveal"" they used the F-word a LOT in this movie - like in every two sentences. I did not like this movie at all - too much hints on sexual perversions, sidesteps and cheating. And that swearing was totally out the window. I gave this movie ""3"" and two of those points are for Mira Sorvino's sexy movements on the dance floor.",negative
"Routine suspense yarn about a sociopath (Dillon) who gives his sperm to a clinic of human reproduction and starts to harrass the lives of the woman (Antony) and his husband (Mancuso). Extremely predictable, far-fetched and with undecided tone all the way. Don't lose your time with this one...make a baby instead!",negative
"Just saw it yesterday in the Sao Paulo Intl Film Festival. Just before going I came here to see how it was rated, and at that time it was 7.4, a pretty nice rate...<br /><br />After 15 minutes I was dying to get out (never did this), but felt embarrassed to do so as the producer of the movie was in the screening.<br /><br />I did not like at all, the dialogs are shallow and lead nowhere, the characters are shallower than the dialogs, nothing lead anywhere, and the worst and worst: plenty of Siemens and Organics advertising on the movie. Despite the fact that I already paid to go to the movie and entertain myself, I still have to be bombarded by the main character chatting on the internet and Siemens mobile popping-up all the time on her lap-top; or another character having a bath or cutting her hair just to have Organics shampoo displayed enormously on the screen! All of this would be bearable if the plot, characters, romances, anything was good, but was bad, really bad! A ""don't know how to do"" sex-in-the-city.<br /><br />Don't waste your time or money.",negative
"My wife and I both thought this film a watered-down, made-for-TV (BBC) version of Manhattan Murder Mystery...which is itself good, but not great. The story has little inter- character tension or chemistry, and not much of a plot. Woody Allen's character just sort of wanders around running off at the mouth, and Hugh Jackman and Scarlett Johannsson don't have a lot more to do. It's pretty disappointing, I must say. Ian McShane's role is just an expanded cameo appearance. <br /><br />The first thing that occurred to me was ""I wonder how much the BBC had to pay Woody Allen to dislodge him from Manhatttan?"" He must've needed the money, and they must have needed his appeal to expand their audience beyond the youth market drawn to the two stars. I'm giving this movie 4 stars instead of 3 because it is unbothersome background noise. If you ever want something to have on while you're knitting or sorting your stamp collection, this'll do the job. I wouldn't pay to rent it again.",negative
"IT SHOULD FIRST BE SAID THAT I HAVE READ THE MANGA AND THEREFORE MY ARGUMENT IS BASED ON THE DIFFERENCES.<br /><br />This anime greatly disappointed me because it removed the comedy and high quality action of the manga and OVA. What it left behind was merely a husk of what it could have been. Many of the characters lacked the depth that is seen in the manga. Alucard is not the sympathetic character that secretly wishes for death. Walter's story lacks the betrayal. And the Nazi villains that plot to engulf the world in war are completely absent. Instead, the anime provides the Gary Stu villain Incognito who is defeated against what appear to be all odds.<br /><br />My primary complaint is not that the anime diverges from the manga, but that it does such a poor job.",negative
"What a terrible film. It sucked. It was terrible. I don't know what to say about this film but DinoCrap, which I stole from some reviewer with a nail up his ass. AHAHAHAHAHHAHAHAHAHAHAHAHAHAHHAHAHAHAHAHAHAH!!!!!!!!!!!!!!!!!!! sigh.. It's not Roger Corman that I hate, it's this god-awful movie. Well, really? But what can you expect from a movie with Homoeric computer graphics. Which is another thing, the CGI sucked out loud; I hate this movie dreadfully. This is without a doubt the worst Roger Corman B-Movie, and probably the gayest B-Movie too. It's-it's--- DINOCRAP! I'm sorry, I must have offended some nerds in these moments. It's just an awful movie... 0/1,000",negative
"Okay, you have:<br /><br />Penelope Keith as Miss Herringbone-Tweed, B.B.E. (Backbone of England.) She's killed off in the first scene - that's right, folks; this show has no backbone!<br /><br />Peter O'Toole as Ol' Colonel Cricket from The First War and now the emblazered Lord of the Manor.<br /><br />Joanna Lumley as the ensweatered Lady of the Manor, 20 years younger than the colonel and 20 years past her own prime but still glamourous (Brit spelling, not mine) enough to have a toy-boy on the side. It's alright, they have Col. Cricket's full knowledge and consent (they guy even comes 'round for Christmas!) Still, she's considerate of the colonel enough to have said toy-boy her own age (what a gal!)<br /><br />David McCallum as said toy-boy, equally as pointlessly glamourous as his squeeze. Pilcher couldn't come up with any cover for him within the story, so she gave him a hush-hush job at the Circus.<br /><br />and finally:<br /><br />Susan Hampshire as Miss Polonia Teacups, Venerable Headmistress of the Venerable Girls' Boarding-School, serving tea in her office with a dash of deep, poignant advice for life in the outside world just before graduation. Her best bit of advice: ""I've only been to Nancherrow (the local Stately Home of England) once. I thought it was very beautiful but, somehow, not part of the real world."" Well, we can't say they didn't warn us.<br /><br />Ah, Susan - time was, your character would have been running the whole show. They don't write 'em like that any more. Our loss, not yours.<br /><br />So - with a cast and setting like this, you have the re-makings of ""Brideshead Revisited,"" right?<br /><br />Wrong! They took these 1-dimensional supporting roles because they paid so well. After all, acting is one of the oldest temp-jobs there is (YOU name another!)<br /><br />First warning sign: lots and lots of backlighting. They get around it by shooting outdoors - ""hey, it's just the sunlight!""<br /><br />Second warning sign: Leading Lady cries a lot. When not crying, her eyes are moist. That's the law of romance novels: Leading Lady is ""dewy-eyed.""<br /><br />Henceforth, Leading Lady shall be known as L.L.<br /><br />Third warning sign: L.L. actually has stars in her eyes when she's in love. Still, I'll give Emily Mortimer an award just for having to act with that spotlight in her eyes (I wonder . did they use contacts?)<br /><br />And lastly, fourth warning sign: no on-screen female character is ""Mrs."" She's either ""Miss"" or ""Lady.""<br /><br />When all was said and done, I still couldn't tell you who was pursuing whom and why. I couldn't even tell you what was said and done.<br /><br />To sum up: they all live through World War II without anything happening to them at all.<br /><br />OK, at the end, L.L. finds she's lost her parents to the Japanese prison camps and baby sis comes home catatonic. Meanwhile (there's always a ""meanwhile,"") some young guy L.L. had a crush on (when, I don't know) comes home from some wartime tough spot and is found living on the street by Lady of the Manor (must be some street if SHE's going to find him there.) Both war casualties are whisked away to recover at Nancherrow (SOMEBODY has to be ""whisked away"" SOMEWHERE in these romance stories!)<br /><br />Great drama.",negative
